imdb_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
The Uncanny Counter,"['action', 'mystery', 'drama', 'supernatural']","['special power', 'righteous male lead', 'evil spirit', 'strong female lead', 'multiple mains', 'orphan male lead', 'spirit', 'school bullying', 'childhood trauma', 'nice male lead ']",16,28-Nov-20,24-Jan-21,"['saturday', 'sunday']","['Netflix', 'OCN']",70,8.8,29359,63,88,15+ - Teens 15 or older,"56,925","['Cho Byeong Kyu', 'Yoo  Joon Sang', 'Kim Se Jeong', 'Yeom Hye Ran', 'Ahn Suk Hwan', 'Lee Hong Nae']",['Netflix'],s 8,"6,180","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans."
W,"['thriller', 'comedy', 'romance', 'fantasy']","['parallel dimension', 'gun violence', 'crossworlds traveler', 'steamy kiss', 'rich male lead', 'lovers separated', 'attempted murder', 'murder', 'fight', 'revenge ']",16,20-Jul-16,14-Sep-16,"['wednesday', 'thursday']",['MBC'],60,8.5,75308,331,5,15+ - Teens 15 or older,"140,341","['Han Hyo Joo', 'Lee Jong Suk', 'Kim Eui Sung', 'Lee Tae Hwan', 'Jung Eugene', 'Lee Si Eon']","['WeTV', 'Apple TV', 'iflix', 'Viki']",8.1,"10,256",A love story between a couple in their early thirties. They belong to the same era but alternate realities.
Vagabond,"['action', 'thriller', 'mystery', 'crime']","['corruption', 'plane crash', 'death', 'revenge', 'national intelligence service', 'strong male lead', 'terrorist', 'street fight', 'deception', 'blackmail ']",16,20-Sep-19,23-Nov-19,"['friday', 'saturday']","['Netflix', 'SBS']",70,8.5,28430,310,79,15+ - Teens 15 or older,"62,177","['Lee Seung Gi', 'Bae Suzy', 'Shin Sung Rok', 'Moon Jung Hee', 'Baek  Yoon Shik', 'Moon Sung Geun']",['Netflix'],8.2,"8,119",An ordinary man who comes across surprising circumstances that place him in the center of a huge corruption scandal.
The K2,"['action', 'thriller', 'psychological', 'romance']","['badass male lead', 'power struggle', 'political', 'trauma', 'evil stepmother', 'aggressive male lead', 'tragic past', 'naive female lead', 'revenge', 'forgiveness ']",16,23-Sep-16,12-Nov-16,"['friday', 'saturday']",['tvN'],60,8.2,38907,975,36,15+ - Teens 15 or older,"80,712","['Ji Chang Wook', 'Im Yoon Ah', 'Song Yoon Ah', 'Jo Sung Ha', 'Kim Gab Soo', 'Lee Jung Jin']","['WeTV', 'Netflix', 'K-DRAMA', 'Apple TV', 'Viki']",7.8,"6,307","Kim Je Ha is a former soldier for hire. He is also called K2. He is hired as a bodyguard by Choi Yoo Jin. Choi Yoo Jin is the wife of Jang Se Joon, who is running for president. Meanwhile, Go Anna is the reclusive illegitimate daughter of Jang Se Joon whom Je Ha has to guard."
Eve,"['romance', 'drama', 'melodrama']","['scheme', 'rich female lead', 'orphan male lead', 'death', 'strong female lead', 'revenge', 'twin flames', 'politician male lead', 'company president (ceo) male lead', 'married life ']",16,1-Jun-22,21-Jul-22,"['wednesday', 'thursday']",['tvN'],65,8,4506,1514,635,18+ Restricted (violence & profanity),"15,901","['Seo Yea Ji', 'Park Byung Eun', 'Yoo  Sun', 'Lee Sang Yeob', 'Jeon Gook Hwan', 'Jung Hae Kyun']",['Viki'],7.7,603,A 2 trillion won divorce case that shocked the country and a woman who seeks revenge on the richest people of Korea.
She Would Never Know,"['business', 'comedy', 'romance', 'drama']","['male chases female first', 'cosmetics company', 'nice male lead', 'mother-daughter relationship', 'secret relationship', 'older woman/younger man', 'brother-sister relationship', 'time skip', 'family relationship', 'beauty and makeup ']",16,18-Jan-21,9-Mar-21,"['monday', 'tuesday']","['iQiyi', 'jTBC']",65,8.1,11037,1330,287,15+ - Teens 15 or older,"28,287","['Won Jin Ah', 'Rowoon', 'Lee Hyun Wook', 'Lee Joo Bin', 'Lee Kyu Han', 'Wang Bit Na']",[],7.5,829,"Based on a popular 2017 Web Novel of the same name, it tells the love story between a lovely ""sunbae"" and a bold ""hoobae""."
Tell Me Your Wish,"['life', 'drama', 'medical']","['hospice care', 'healing', 'terminal illness', 'orphan male lead', 'volunteer male lead', 'delinquent male lead', 'hardship', 'age gap [drama life]', 'age gap [real life]', 'nurse female lead ']",16,10-Aug-22,29-Sep-22,"['wednesday', 'thursday']","['KBS2', 'ViuTV']",70,8.1,497,61123,1215,15+ - Teens 15 or older,"8,411","['Ji Chang Wook', 'Choi Soo Young', 'Sung Dong Il', 'Won Ji An', 'Yang Hee Kyung', 'Kil Hae Yeon']","['Wavve', 'Viki']",9.6,75,"Yoon Gyeo Rye lived at an orphanage and spent time in prison. He struggles to have a normal life. He volunteers at a hospice. There, he works with volunteer team leader Kang Tae Shik and nurse Seo Yeon Joo ."
Tell Me Your Wish,"['romance', 'family']",['birth secret '],122,23-Jun-14,2-Jan-15,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],35,7.2,59,73129,10017,15+ - Teens 15 or older,421,"['Oh Ji Eun', 'Ki Tae Young', 'Yoo Ho Rin', 'Song Yoo Jung', 'Lee Deok Hee', 'Im Ji Eun']",[],9.6,75,"Yoon Gyeo Rye lived at an orphanage and spent time in prison. He struggles to have a normal life. He volunteers at a hospice. There, he works with volunteer team leader Kang Tae Shik and nurse Seo Yeon Joo ."
Why Her,"['mystery', 'law', 'romance', 'melodrama']","['older woman/younger man', 'student-teacher relationship', 'badass female lead', 'tragic past', 'age gap [drama life]', 'strong female lead', 'bad-tempered female lead', 'cold female lead', 'mean female lead', 'wrongfully accused ']",16,3-Jun-22,23-Jul-22,"['friday', 'saturday']","['SBS', 'Viki', 'ViuTV']",70,8.2,5694,1015,423,15+ - Teens 15 or older,"21,667","['Seo Hyun Jin', 'Hwang In Youp', 'Heo Joon Ho', 'Bae In Hyuk', 'Jo Young Jin', 'Kim Sun Hyuk']",['Viki'],7.8,508,"The youngest partner at one of the nation's most prestigious law offices, Oh Soo Jae has already proven she has what it takes to be one of the country's best lawyers. Driven by her self-righteous principles and a never-ending desire to win, Soo Jae is well on her way to becoming one TK Law Firm's top attorneys. But when one of her cases takes an unexpected turn, Soo Jae is forced to watch as all of her hard work comes crumbling down around her. Demoted at work, Soo Jae is forced to take on the role of adjunct professor at a local law school. Determined to win back her position within the firm, Soo Jae does her best to settle into her new role but the sting of demotion still lingers. Only after meeting Gong Chan, a university student whose path frequently crosses with Soo Jae, does that sting begin to lessen. Despite carrying the burdens of a painful past, Gong Chan's warm heart remains strong, especially as his affection for Soo Jae grows. Obviously smitten with Soo Jae, Gong Chan stays by her side, even as she struggles to find a way back into the firm's good graces. Will her determination and Gong Chan's support be enough to restore her position, or will the powers that be continue to push her down?

—Rakuten Viki"
While You Were Sleeping,"['romance', 'drama', 'melodrama']",[''],120,16-May-11,9-Nov-11,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],33,7.7,283,65088,4865,13+ - Teens 13 or older,"1,437","['Lee Young Eun', 'Choi Won Young', 'Oh Yoon Ah', 'Lee Chang Hoon', 'Min Joon Hyun', 'Lee Deok Hee']",[],8.3,"7,139","The drama is about a woman, Nam Hong Joo, who can see accidents that take place in the future through her dreams. And a prosecutor, Jung Jae Chan, who struggles to stop the woman's dreams from coming true."
Tale of the Nine Tailed,"['thriller', 'horror', 'romance', 'fantasy']","['nine-tailed fox', 'reincarnation', 'supernatural', 'sibling rivalry', 'fated love', 'interspecies romance', 'mythical being', 'hardworking female lead', 'smart female lead', 'strong female lead ']",16,7-Oct-20,3-Dec-20,"['wednesday', 'thursday']",['tvN'],70,8.4,29873,538,65,15+ - Teens 15 or older,"66,911","['Lee Dong Wook', 'Jo Bo Ah', 'Kim Bum', 'Kim Yong Ji', 'Hwang Hee', 'Kim Jung Nan']","['Viki', 'WeTV', 'Netflix']",7.9,"4,672",An urban dark fantasy drama about a gumiho who settles into the city and a producer who is after it.
Extraordinary You,"['comedy', 'romance', 'youth', 'fantasy']","['sassy female lead', 'nice male lead', 'adapted from a webtoon', 'high school', 'illness', 'height difference', 'love triangle', 'character development', 'strong female lead', 'amnesia ']",32,2-Oct-19,21-Nov-19,"['wednesday', 'thursday']",['MBC'],35,8.4,40687,466,33,13+ - Teens 13 or older,"82,917","['Kim Hye Yoon', 'Rowoon', 'Lee Jae Wook', 'Lee Na Eun', 'Kim Young Dae', 'Jung Gun Joo']","['Viki', 'WeTV']",7.8,"3,190",The story of a girl who finds out that she is in fact a supporting character in a web comic and decides to change her fate.
Reply 1988,"['comedy', 'romance', 'life', 'youth']","['multiple couples', 'nostalgia', 'poor family', 'love triangle', 'heartfelt', 'high school', 'mother-son relationship', 'coming of age', 'bromance', 'poor female lead ']",20,6-Nov-15,16-Jan-16,"['friday', 'saturday']",['tvN'],95,9.1,33792,15,46,15+ - Teens 15 or older,"76,413","['Lee Hye Ri', 'Go Kyung Pyo', 'Ryu Joon Yeol', 'Park Bo Gum', 'Lee Dong Hwi', 'Sung Dong Il']","['WeTV', 'Netflix', 'Apple TV', 'Viki']",9.2,"7,098",Follows the lives of 5 families living on the same street in a neighbourhood called Ssangmundong in Seoul. It takes a nostalgic look back at the year 1988.
Hospital Playlist,"['friendship', 'romance', 'life', 'medical']","['multiple mains', 'slow romance', 'multiple couples', 'strong female lead', 'slight romance', 'nice male lead', 'bromance', 'nice female lead', 'heartfelt', 'music ']",12,12-Mar-20,28-May-20,['thursday'],"['Netflix', 'tvN']",90,9.1,32808,9,54,15+ - Teens 15 or older,"72,051","['Jo Jung Suk', 'Yoo Yeon Seok', 'Jung Kyung Ho', 'Kim Dae Myung', 'Jeon Mi Do', 'Shin Hyun Bin']",['Netflix'],8.8,"5,206",Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.
Boys Over Flowers,"['comedy', 'romance', 'youth', 'drama']","['rich man/poor woman', 'adapted from a manga', 'school bullying', 'love triangle', 'high school', 'mean male lead', 'evil parental figure', 'reverse-harem', 'male chases female first', 'first love ']",25,5-Jan-09,31-Mar-09,"['monday', 'tuesday']",['KBS2'],65,7.6,72980,3521,8,15+ - Teens 15 or older,"128,536","['Gu Hye Seon', 'Lee Min Ho', 'Kim Hyun Joong', 'Kim Bum', 'Kim Joon', 'Kim So Eun']","['Apple TV', 'Tubi', 'AsianCrush', 'iflix', 'Hulu', 'Viki', 'WeTV', 'Netflix']",7.9,"12,000","Poor girl attends the elite Shin Hwa High and is bullied by the leader of F4 (the four richest boys). He becomes attracted to her; however, she has a crush on his best friend. Whom will she choose?"
My Mister,"['psychological', 'life', 'drama']","['nice male lead', 'strong female lead', 'smart female lead', 'healing', 'depression', 'poor female lead', 'infidelity', 'power struggle', 'hardworking female lead', 'grandma-granddaughter relationship ']",16,21-Mar-18,17-May-18,"['wednesday', 'thursday']",['tvN'],77,9.1,20624,13,99,15+ - Teens 15 or older,"54,035","['Lee Sun Kyun', 'IU', 'Park Ho San', 'Song Sae Byuk', 'Lee Ji Ah', 'Kim Young Min']","['WeTV', 'Netflix', 'K-DRAMA', 'Apple TV', 'Viki']",9.1,"6,217","A man in his 40's withstands the weight of life. A woman in her 20's goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other."
Sell Your Haunted House,"['thriller', 'mystery', 'comedy', 'fantasy']","['ghost', 'supernatural', 'exorcism', 'strong female lead', 'smart female lead', 'exorcist', 'cold female lead', 'suspense', 'crime', 'secret ']",16,14-Apr-21,9-Jun-21,"['wednesday', 'thursday']",['KBS2'],70,8.4,8174,508,490,15+ - Teens 15 or older,"19,289","['Jang Na Ra', 'Jung Yong Hwa', 'Kang Hong Suk', 'Kang Mal Geum', 'Baek Eun Hye', 'Ahn Kil Kang']","['Viki', 'Netflix', 'Prime Video']",7.6,805,An occult drama about real estate brokers who exorcise and clean out buildings in which ghosts frequent and people have died in.
Because This Is My First Life,"['comedy', 'romance', 'life', 'drama']","['contract relationship', 'marriage of convenience', 'eccentric male lead', 'multiple couples', 'cohabitation', 'nerdy male lead', 'sismance', 'calm male lead', 'cat', 'multiple mains ']",16,9-Oct-17,28-Nov-17,"['monday', 'tuesday']",['tvN'],70,8.5,46144,350,32,15+ - Teens 15 or older,"83,223","['Jung So Min', 'Lee Min Ki', 'Esom', 'Park Byung Eun', 'Kim Ga Eun', 'Kim Min Seok']","['WeTV', 'Netflix', 'Apple TV', 'Viki']",8.1,"4,755","Ji Ho is a single woman. She's a writing assistant of dramas. She's a strong and determined woman. Unfortunately, she has to leave her house and seeks other place to live. Her friends help her to find a roommate. That roommate is Se Hee."
Monster,"['thriller', 'mystery', 'psychological', 'drama']","['determined male lead', 'investigation', 'suspense', 'murder', 'trauma', 'psychological manipulation', 'smart male lead', 'death', 'corruption', 'mother-son relationship ']",16,19-Feb-21,10-Apr-21,"['friday', 'saturday']",['jTBC'],65,8.8,15108,85,193,15+ - Teens 15 or older,"36,766","['Shin Ha Kyun', 'Yeo Jin Goo', 'Choi Dae Hoon', 'Kim Shin Rok', 'Choi Sung Eun', 'Choi Jin Ho']","['Disney+ Hotstar', 'WeTV', 'Netflix', 'Viki']",7.8,80,"The story of a man who fights against greed, and experiences every hardship and adversity known to man in order to make something of himself and find love."
Today's Webtoon,"['business', 'comedy', 'life', 'drama']","[""co-workers' relationship"", 'workplace setting', 'nice female lead', 'hardworking female lead', 'webtoon artist supporting character', 'manhwa artist supporting character', 'editor female lead', 'positive female lead', 'strong female lead', 'adapted from a manga ']",16,29-Jul-22,17-Sep-22,"['friday', 'saturday']","['SBS', 'Viki', 'ViuTV']",70,8.2,1110,852,951,15+ - Teens 15 or older,"10,689","['Kim Se Jeong', 'Choi Daniel', 'Nam Yoon Su', 'Ko Chang Seok', 'Jang Sung Yoon', 'Kim Gab Soo']",['Viki'],s 8,78,The story is about a woman who struggles together with her coworkers to mature into a true webtoon editor after joining the webtoon editorial department.
Taxi Driver,"['action', 'thriller', 'crime', 'drama']","['revenge', 'adapted from a webtoon', 'strong male lead', 'investigation', 'secret organization', 'smart female lead', 'taxi driver male lead', 'police officer male lead', 'prosecutor female lead', 'antihero ']",16,9-Apr-21,29-May-21,"['friday', 'saturday']",['SBS'],65,8.8,14650,79,222,18+ Restricted (violence & profanity),"34,113","['Lee Je Hoon', 'Esom', 'Kim Eui Sung', 'Pyo Ye Jin', 'Cha Ji Yeon', 'Jang Hyuk Jin']","['Viki', 'Netflix', 'Prime Video']",s 8,"2,719",The story of a deluxe taxi driver who gets revenge on behalf of his passengers. It is based on the webtoon Deluxe Taxi by Carlos and Lee Jae-jin
The Empress Ki,"['historical', 'romance', 'melodrama', 'political']","['smart female lead', 'strong female lead', 'power struggle', 'possessive male lead', 'love triangle', 'yuan dynasty', 'revenge', 'cross-dressing', 'goryeo dynasty', 'female lead action scenes ']",51,28-Oct-13,29-Apr-14,"['monday', 'tuesday']",['MBC'],65,8.6,14285,225,205,15+ - Teens 15 or older,"35,498","['Ha Ji Won', 'Ji Chang Wook', 'Joo Jin Mo', 'Baek Jin Hee', 'Jin Yi Han', 'Kim Seo Hyung']","['Apple TV', 'Prime Video', 'Viki']",8.4,"2,729",A Korea-born warrior girl had to be a servant at the Mongol Yuan court but somehow overcame her low status to become an empress in another land.
My Liberation Diary,"['romance', 'life', 'family', 'melodrama']","['slow burn story', 'character development', 'multiple mains', 'loneliness', 'introverted female lead', 'alcoholic male lead', 'slight comedy', 'slow burn romance', 'inner monologue', 'alcoholism ']",16,9-Apr-22,29-May-22,"['saturday', 'sunday']","['jTBC', 'Netflix']",67,8.7,8449,155,448,15+ - Teens 15 or older,"20,513","['Kim Ji Won', 'Lee Min Ki', 'Son Seok Koo', 'Lee El', 'Lee Ki Woo', 'Chun Ho Jin']","['TVING', 'Netflix']",8.3,"1,837","""My Liberation Diary"" tells a story of three siblings and a stranger."
My Liberation Diary,"['romance', 'life', 'family', 'melodrama']","['slow burn story', 'character development', 'multiple mains', 'loneliness', 'introverted female lead', 'alcoholic male lead', 'slight comedy', 'slow burn romance', 'inner monologue', 'alcoholism ']",16,9-Apr-22,29-May-22,"['saturday', 'sunday']","['jTBC', 'Netflix']",67,8.7,8449,155,448,15+ - Teens 15 or older,"20,513","['Kim Ji Won', 'Lee Min Ki', 'Son Seok Koo', 'Lee El', 'Lee Ki Woo', 'Chun Ho Jin']","['TVING', 'Netflix']",8.3,"1,837","""My Liberation Diary"" tells a story of three siblings and a stranger."
The Sound of Magic,"['music', 'psychological', 'drama', 'fantasy']","['magician male lead', 'student', 'poor female lead', 'adapted from a webtoon', 'high school', 'growing up', 'youth', 'melodrama', 'musical', 'debt ']",6," May  6, 2022",N/A,['friday'],['Netflix'],70,8.4,13632,493,268,15+ - Teens 15 or older,"30,113","['Ji Chang Wook', 'Choi Sung Eun', 'Hwang In Youp', 'Oh So Hyun', 'Ji Hye Won', 'Hong Jung Min']",['Netflix'],7.7,"2,969","When she was little, Yun Ai dreamed of becoming a magician. But in reality, she's just a high school student who can't even afford new socks. After meeting a mysterious magician at a carnival, she decides to follow her dream."
Something in the Rain,"['romance', 'life', 'drama', 'melodrama']","['family pressure', 'steamy kiss', 'workplace abuse', 'nice male lead', 'forbidden love', 'older woman/younger man', 'sexual harassment', 'sismance', 'male chases female first', 'disapproving parent ']",16,30-Mar-18,19-May-18,"['friday', 'saturday']","['jTBC', 'Netflix']",75,8,23380,1655,98,15+ - Teens 15 or older,"54,163","['Son Ye Jin', 'Jung Hae In', 'Jang So Yeon', 'Jung Eugene', 'Lee Joo Young', 'Lee Hwa Ryong']",['Netflix'],8.1,"6,297","Yoon Jin Ah is a woman in her mid-30s who doesn't know yet what it's like to date a man. She's been dumped by a man many times because of her clumsy, reckless and foolish behavior. And again, a man she wanted to marry dumps her for the worst reason ever: that she's like bland, tasteless devil's-tongue jelly, which means she's not attractive at all as a woman. Just then, Joon Hee appears before her with a broad smile on his face. He's as refreshing as a soft drink. Joon Hee is Jin Ah's childhood best friend's younger brother, who used to live next door. Jin Ah has always remembered him as a little kid, but one day, he comes back as a really masculine man. When she is surprised by his change, her gut feeling tells her that she would truly fall in love this time."
